nctid,status,why_stop,label,phase,diseases,icdcodes,drugs,smiless,criteria
NCT01027871,completed,,1,phase 2,"['diabetes mellitus, type 2']","[""['E11.65', 'E11.9', 'E11.21', 'E11.36', 'E11.41', 'E11.42', 'E11.44']""]","['ly2605541', 'insulin glargine']",['[Na+].[Na+].[O-]P([O-])(F)=O'],"[-0.09045952497656143, 0.11047144257895328, -0.031215377573459165, -0.22187395722921757, -0.04001185343516312, -0.07399310572794698, 0.0062425436941538895, 0.07531071259365799, 0.03467217823739012, -0.07107794305495847, 0.0815413722145368, 0.15935300232990401, 0.007453305437897448, -0.0036489055094640318, -0.032319432938002005, 0.01038277561204571, -0.1177304166385085, -0.018182536705034308, 0.0362135795345222, 0.08440955434695482, 0.0044023237519329045, 0.00429454597877731, -0.02053112624221637, 0.026709479140148356, -0.007803305816591145, -0.030868701435004593, 0.05539901934037974, -0.0689052060986523, 0.04343792314189505, -0.017858204518630606, -0.03625474881735082, 0.011877879880719448, -0.0031660436284344728, 0.00048104044529769294, 0.03674081443821727, -0.010524300497907795, -0.015982298238056684, 0.0002041877288982877, -0.006540317191849954, -0.00783456156452346, -0.0006667122679572465, -0.07331827172590993, -0.03736409373758478, 0.012232930112293714, -0.0068116373615238575, 0.07479421364072955, 0.01783895592534169, -0.008906220954138705, 0.007238982090735896, -0.022919921194991318]"
NCT01028781,terminated,"
    difficulty finding eligible participants and lack of funding.
  ",0,phase 1,['endometriosis'],"[""['N80.8', 'N80.9', 'N80.0', 'N80.1', 'N80.5', 'N80.2', 'N80.3']""]",['thalidomide'],['CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2'],"[-0.13056168190790413, -0.04439808010530653, -0.022096689024188765, 0.016730752985799992, -0.0056535441711194605, 0.02693399216903729, 0.06500990414309912, -0.03019592676961952, 0.038395588965462156, 0.029060998948292227, -0.019246351836106523, 0.013892994509528644, -0.011202129589176903, -0.020134010297570237, -0.056783534576942275, 0.07959886316377182, 0.000486894548018027, -0.08395081427965051, -0.04362320970734538, 0.07304465821288508, 0.11635660570429855, -0.02851317459266614, 0.10397323172729185, -0.02376440386531927, 0.08092042410672973, -0.0628006660118059, -0.04283141227347665, 0.11931895843243438, 0.05615360975573704, -0.025314648452763912, -0.0045695538712338364, 0.01689886023601805, 0.029295768909991922, -0.04369803058909566, 0.10034268235835105, 0.012676663011188732, 0.04951339952200936, -0.018481647785567924, 0.044077106671577396, -0.014260213292356095, -0.02329165254720019, -0.011737422884903963, -0.00575800968604423, 0.012306790453571952, -0.017944560467718848, 0.04666591284689524, 0.012556230206108559, -0.001871484882373953, 0.015614404975751428, 0.0064386415118757295]"
NCT01032291,terminated,"
    a business decision not to continue with phase 2b based on non-safety observations during proof
    of concept phase.
  ",0,phase 2,['colorectal cancer'],"[""['C05.2', 'C10.0', 'C16.0', 'C16.4', 'C17.0', 'C17.1', 'C17.2']""]","['cetuximab', 'lenalidomide']","['[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\\C1=CSC(N)=N1)C(O)=O', 'NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O']","[0.10361333714224694, 0.05814061104873207, -0.04982716784607853, 0.015696352374054777, -0.03804250109325202, -0.034316945009899326, 0.06755439299991525, 0.09058317946840329, 0.017996590961069713, 0.03503721037272138, 0.017252984026250064, -0.029800602378611096, 0.015663455805527436, -0.06040189316569502, -0.01603392839664653, 0.03503436987380011, -0.009759995351473129, -0.01741820474288628, 0.0005052421599788734, -0.05439451304483879, -0.02254880126722573, -0.04300313145912894, 0.05172837144116636, 0.019160352555058758, -0.009371255933380715, 0.005114516774241502, 0.007656221717477174, -0.05495584012916523, -0.009700034566283398, -0.03436692124064154, 0.06714582997610906, 0.01639869480926138, 0.05913943337242472, -0.02595820823623616, -0.026092681024983504, 0.0190634053943124, 0.056200949399850375, -0.03687127153573009, -0.04182623025831657, -0.03807581916485121, 0.042485291429046515, 0.0030035686907016078, -0.07089875434704655, -0.05260610825771006, 0.0049561348110554165, -0.05143958310669866, 0.00946222172966284, 0.06384576584424188, 0.022039158626597923, 0.0929530635633994]"
NCT01033487,completed,,1,phase 2,"['pulmonary disease, chronic obstructive', 'lung diseases', 'respiratory tract diseases', 'chronic obstructive airway disease', 'copd']","[""['J44.9', 'J44.1', 'J44.0']"", ""['J84.115', 'M05.10', 'M05.111', 'M05.112', 'M05.119', 'M05.121', 'M05.122']"", ""['G91.1', 'I42.1', 'N11.1', 'J05.0', 'G47.33', 'J44.9', 'N13.8']""]","['placebo', 'active comparator', 'low dose pf-03635659', 'mid dose pf-03635659', 'high dose pf-03635659']","['CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O', 'CNC[C@H](O)C1=CC(O)=C(O)C=C1', 'CC(C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)N1CC(C1)OC1=CC=CC(O)=C1', 'CC(C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)N1CC(C1)OC1=CC=CC(O)=C1', 'CC(C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)N1CC(C1)OC1=CC=CC(O)=C1']","[-0.1402980302960804, -0.04279172021304782, 0.025676848017884456, -0.055543188412989865, 0.035475771966348775, 0.07819797811538651, 0.13559006135883628, 0.023893195579189418, -0.1401858941944542, -0.05605246238240291, -0.011251685767927698, -0.13583259526094837, -0.005234920998995124, 0.06737078665389928, 0.022224664823119362, -0.03901379569356539, -0.042174520199493616, -0.027572840914763926, 0.03606743651395951, -0.018894095577281417, -0.03998576600339984, -0.002239576155047372, 0.01716350533861389, 0.09292347469830063, 0.02727812470015716, -0.01687922529195259, -0.0066649262083651835, -0.038233713292581475, -0.013641379621238741, -0.022318707329847833, -0.045035258742035525, 0.03447238126398399, -0.0323870075262539, -0.03626582582351466, 0.06125933392125419, -0.018286573001447565, -0.00048748155758715636, -0.040663323362218, -0.0560270431612739, 0.005437727170944483, -0.006946844217644852, 0.008278213570102742, 0.013062526755691148, -0.0036053696710057503, -0.027479250713763215, 0.028632675769053963, 0.015822588846542356, -0.05115341455701922, 0.010799702953725825, 0.019266740128954025]"
NCT01038037,terminated,"
    1. very low enrollment rate.

      2. recent studies question the effect of adding panitumumab in this category of patients.

      3. too high toxicity rate
  ",0,phase 2,['non small cell lung cancer'],"[""['C78.00', 'C78.01', 'C78.02', 'D14.30', 'D14.31', 'D14.32', 'C34.2']""]","['carboplatin', 'vinorelbine', 'panitumumab']","['N[C@@H](CCCNC(N)=N)C(O)=O', '[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC', 'NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F']","[0.16411086163478916, 0.06433052606858873, -0.06547889933117608, 0.016797241704283584, 0.011799114517696439, 0.014217078586476698, 0.019478159105356906, 0.030356783641905655, 0.01839135140908446, 0.04852900466649624, 0.021971433790249118, -0.062213887414275804, -0.02948204845251561, 0.06174493045896766, -0.046742472224500474, -0.042891363613778266, 0.03526409622248079, -0.010731854570702451, -0.014358482268089398, 0.023218784107518604, -0.04346755238441587, 0.002043830320633905, 0.03028001122578029, 0.016692619083571208, -0.029058762001522725, -0.025809491402130475, -0.014240679237085423, -0.023332916869874053, -0.013358443877423909, -0.012625912839427138, -0.016661034812212806, -0.011330454364227305, -0.006029034006374901, 0.025731225322902902, 0.008679693594241778, -0.010690634383273617, -0.019665193137605654, -0.006955914880378429, 0.0215021327933096, -0.013641836916342173, -0.0012501202803677724, 0.004901368905348262, -0.004088743527901458, -0.004502755690892505, -0.05370316592849468, 0.008490533263719652, 0.01403903057483343, 0.01662320040802064, 0.03346468077691244, 0.01764780873761957]"
NCT01038856,terminated,"
    the study was terminated by the sponsor
  ",0,phase 2,['polycythemia vera'],"[""['D45']""]",['erlotinib'],['COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2'],"[0.15400731113002297, -0.07469860859646969, 0.08129799740240648, -0.006168366220265576, -0.017255344548360002, 0.03869021138528118, -0.04478917470968768, 0.01595445981618434, 0.02250074953027214, -0.0006141313616202394, 0.0053703839737336955, -0.05582822712595753, -0.029138321176538064, 0.020990553705897367, 0.021885625694147447, -0.03330193931141187, -0.0007557241925491698, 0.05840921729494528, -0.06042250151554068, -0.007001509834502406, 0.007410632570028966, -0.022973580599877023, 0.05753442962081047, 0.006444241154595361, -0.033724820285668214, 0.0248757870974357, -0.004155923507169102, -0.04798708733628707, 0.055148207689184235, -0.015779400270184967, 0.03311385697580256, -0.00843898293643828, 0.007679812019838769, -0.015809801760387692, 0.02032716184247643, -0.02127662366955823, -0.04347446921032933, 0.014483203741500384, -0.05129525868920579, 0.03167343335838786, 0.0025726906475886, 0.019087144276032197, -0.04991455632622197, -0.015671344908218088, 0.04131145484757422, 0.0016532736044322974, 0.015953737626026504, 0.050738497785878134, 0.09127464683220124, 0.02286966368692996]"
NCT01040689,completed,,1,phase 3,"['pulmonary disease, chronic obstructive']","[""['J44.9', 'J44.1', 'J44.0']""]","['olodaterol (bi1744) low', 'placebo (for olodaterol bi1744)', 'placebo (for tiotropium)', 'olodaterol (bi1744) high', 'tiotropium 18 mcg']","['COC1=CC=C(CC(C)(C)NC[C@H](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O', 'COC1=CC=C(CC(C)(C)NC[C@H](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1', '[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1']","[-0.11459387872428076, -0.006526258410162458, 0.07284823612339983, -0.0831293966368448, 0.06526291996035442, 0.02693608220129068, 0.18050410711041434, -0.039131799554419186, -0.08953086568019789, -0.0012493080997261076, -0.006885583348120417, -0.21670266389855447, 0.04318565171154371, 0.1486699405841368, -0.004809465237427185, -0.06882424192879459, -0.10847472379248738, -0.04982275572414113, 0.037026421926792154, 0.03315805665025968, -0.029371393026253086, 0.014974089598695384, -0.00803505437788973, 0.07260244650422758, 0.024327256426167704, 0.04644592829103962, -0.08259285231130942, -0.03785025849334528, 0.006238947970367439, 0.02887046589866126, 0.013983427553581285, 0.007607595575304207, -0.007417317790275128, -0.01714371655235749, 0.048780894446276035, -0.03218240582591607, 0.0072812939040493505, -0.0010638205369053306, -0.03572940093046141, 0.005936224660891563, 0.005498452665636204, 0.035849523360185244, -0.021629622400618855, 0.005674758533061592, -0.006097859199607701, -0.04033747113521548, -0.008585128117937438, -0.03697244815488903, -0.02940097088285367, -0.005208867191830488]"
NCT01042977,completed,,1,phase 3,"['type 2 diabetes mellitus', 'cardiovascular disease', 'inadequate glycaemic control']","[""['E11.65', 'E11.9', 'E11.21', 'E11.36', 'E11.41', 'E11.42', 'E11.44']"", ""['A52.00', 'A52.09', 'A50.54', 'Z01.810', 'Q87.418', 'Z13.6', 'R94.30']"", ""['Z59.1', 'O62.0', 'Z72.821', 'Z58.6', 'Z62.0', 'Z73.4']""]","['dapagliflozin', 'placebo']","['CN(C)C(=N)NC(N)=N', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","[-0.09645789769315834, -0.22436433582015547, 0.07027146855534118, -0.23809303986712602, -0.04977953876870507, 0.05492061782646786, -0.007699166922506639, 0.1504697057633373, 0.08832673415109733, -0.02301866986968515, 0.12597619664655485, 0.3138366216133084, -0.056613868242277945, 0.011990459095864289, 0.02731384274676848, -0.23619458567788473, -0.0447267038148945, -0.07222685623425733, 0.09132308995262205, 0.09414589592123498, -0.03432380296010677, 0.004329978364218695, -0.011738641935725535, 0.18417722998954478, -0.0802152765183397, -0.17177347562822687, -0.07475304763289697, 0.09983405099101247, 0.010179655106728107, 0.044837003574922527, 0.003944193961095832, -0.017329303591905473, 0.008151487460329732, 0.011606485406587548, -0.11474433821201824, -0.06130240710939909, -0.02118117008348256, 0.002619531840364704, -0.12337222028902654, 0.019828318948326436, -0.0995889679493411, -0.014112883826756597, -0.006858812471090328, -0.05184301841074719, -0.054080511512650156, -0.18693053543156776, -0.095679003553541, 0.04632526029195295, -0.062054962345619136, -0.02262916737650185]"
NCT01043393,completed,,1,phase 2,['psoriasis'],"[""['L40.0', 'L40.4', 'L40.8', 'L40.9', 'L40.1', 'L40.50']""]",['desoximetasone 0.25% spray'],['[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C'],"[-0.10009369833997979, -0.062420310160458625, -0.00998668563350787, 0.05947019089313965, -0.03874988407123771, 0.02882515495007566, 0.0420231698059248, -0.04572651435902523, -0.04098560099633171, 0.0353559975467589, 0.02777633328187363, 0.06204037878051748, 0.01733620678434661, -0.026750932750263107, -0.026887633846314363, 0.012247056729842836, 0.02825014587537377, -0.048831503668663026, 0.04783619180025008, 0.008161105979536449, -0.02060364205516544, -0.011770064527493731, 0.016734832912029513, -0.03893390453824316, -0.02559472973009964, 0.08028673166908531, 0.0065285800710185166, 0.029777837947585005, -0.14803926904429812, -0.03507192654942201, -0.018358528995954273, 0.021095126405635455, -0.029844419034390147, -0.038432588426962344, -0.061650423693892384, -0.014116158602944903, -0.1497104421867232, 0.11520641250070462, 0.027816735463035473, 0.0015877403231818886, -0.09776914739610644, -0.09394583327410097, 0.023385692022294402, -0.1132236172123541, 0.046675622956096126, 0.20312204160511332, -0.15100849920622667, -0.07229705055453627, -0.006809886313523537, 0.11805084773725491]"
NCT01046630,completed,,1,phase 1,['depression'],"[""['F32.A', 'F53.0', 'P91.4', 'Z13.31', 'Z13.32']""]","['azd6765', 'ketamine', 'placebo']","['N[C@@H](CC1=CC=CC=N1)C1=CC=CC=C1', 'CC1=CC(O)=CC(C)=C1Cl', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","[-0.13759614922109858, -0.1973202326222408, 0.08214295625028585, 0.1925453685371393, 0.22887623955505423, -0.19796627481110718, -0.10066638970613555, 0.09545408148400994, 0.044077201964425536, -0.11644860486433631, 0.04091611796991544, -0.018232582613270303, 0.020840916395286527, -0.037431192477408434, -0.03511109228115338, -0.01628487797790168, -0.01518964540693686, 0.01777375202368763, -0.019393605023758396, -0.046580948315108985, -0.04206536232184539, -0.005039024618689196, -0.04130502929988525, 0.031471566436372174, -0.026155016326147185, -0.009475600334457261, -0.009235761931422287, -0.009899249735016819, 9.867362735204651e-05, 0.009201413593570571, -0.014190397081589581, -0.0069222133880106175, 0.008308269642064608, -0.07385579578846894, 0.0029494995000254307, 0.05565365267680222, 0.011592545942732204, -0.020630961856639807, 0.01582501771874263, 0.034332291574609555, -0.018891163375837107, 0.03516837542031684, 0.0043748996885389245, -0.00799962293946645, -0.014195153162976504, 0.021954592645994683, -0.04877126833361334, -0.0045856750689130645, -0.00760572310365297, 0.008785028664214425]"
NCT01049360,completed,,1,phase 2,['chronic obstructive pulmonary disease'],"[""['J44.9', 'J44.1', 'J44.0']""]","['aclidinium 400 μg / formoterol 12 μg', 'aclidinium 400 μg / formoterol 6 μg', 'aclidinium 400 μg', 'formoterol 12 μg', 'placebo']","['OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1', 'OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1', 'OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1', 'COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","[-0.14235692960353163, 0.02223502926787816, 0.1431485734370327, -0.1355875511399475, 0.10380147279258337, 0.030714646385306254, 0.2983974452734774, -0.052870682862191445, -0.09145028128696504, -0.040168828670640463, 0.061045851472545154, -0.2241570400873972, 0.0663871960197174, 0.17510769113054514, 0.08011768857505416, -0.042252837487203286, -0.05114706022435567, 0.02796451794035725, 0.029283813805939075, -0.03495430869008608, -0.030742527035358548, 0.0171465976687854, 0.026091439143754495, 0.041784975671368796, 0.016777791152869773, 0.0013079849975635165, 0.013110085936752214, 0.03988152827294536, 0.03318494803789624, -0.0002481169620652798, -0.008492344683452325, -0.006675579705368214, -0.015570055473482534, -0.03610280541110646, 0.014218298878332026, 0.030917175008441888, -0.016262308195465158, -0.055196201398146114, -0.0222451104749603, 0.024439170571309937, -0.024004206117843967, -0.025035654750696367, 0.009746535325722495, -0.004857360116715407, -0.012880266183365296, -0.03522957054003498, 0.0076365468235951115, -0.04324950202263465, -0.017936459418774156, 0.03934171241425253]"
NCT01050764,terminated,"
    safety
  ",0,phase 1/phase 2,"['leukemia, acute', 'chronic myelogenous leukemia (cml)', 'myelodysplastic syndrome (mds)', 'non-hodgkin lymphoma (nhl)', 'chronic lymphocytic leukemia (cll)', 'acute myelogenous leukemia (aml)', 'acute lymphoblastic leukemia (all)']","[""['D46.Z', 'D46.9', 'C94.6', 'D46.C']"", ""['S33.110S', 'S33.111S', 'S33.120S', 'S33.121S', 'S33.130S', 'S33.131S', 'S33.140S']"", ""['A87.2', 'K52.832', 'D72.111', 'C91.11', 'C91.12', 'C91.10']""]","['regulatory t-cells', 'conventional t-cells', 'melphalan', 'thiotepa', 'anti-thymocyte globulin, rabbit', 'clinimacs cd34 reagent system']","['[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O', 'N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O', 'CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1']","[0.024423457385673978, -0.12102010081910945, 0.029617502065210178, -0.00012472882025211103, -0.09550231575674253, 0.05599258018699601, -0.13370368028467333, -0.18735274738956945, 0.009074097193414917, -0.10312955204897316, 0.07476527601146843, -0.11797964082160006, 0.045891291616827465, -0.0886429881258718, 0.12097922280493259, -0.07561006027838096, -0.05747641264878328, 0.05341705704930762, 0.019658609993116645, -0.004966113964057351, 0.05733529501974085, -0.007329223909414155, -0.06269125978113287, -0.0325168588050956, 0.0967780011292874, -0.08786205092192062, -0.0007631060689056932, -0.1200728640896251, 0.06642330725291931, -0.09202683314647402, -0.02771537801931685, 0.0281354071726187, 0.2451551689985844, 0.060292984271568914, -0.041730564511056535, 0.009255845280306606, -0.0007284574463552367, 0.021797385589444968, 0.1470532030755468, -0.015191662945828615, 0.03492382514426936, -0.10381970682856215, -0.03666747476261736, -0.08472637735609935, -0.09551200941902811, -0.03391802934992801, -0.07441077237936229, -0.10215968804051098, -0.12069228200918933, 0.11999021429422645]"
NCT01057407,completed,,1,phase 3,"['chronic kidney disease', 'renal dialysis', 'renal insufficiency']","[""['I12.9', 'N18.9', 'I12.0', 'D63.1', 'N18.1', 'N18.5', 'I13.0']"", ""['Z99.2', 'Z91.15']"", ""['N25.0', 'Q61.4', 'N23', 'N26.9', 'P96.0', 'Q60.0', 'Q60.1']""]","['asp1585', 'sevelamer hydrochloride']",['NCC=C.ClCC1CO1'],"[0.055161210163818516, -0.12793023822844818, 0.28880643709515885, -0.04422188488482652, 0.046683422335275296, 0.04633868786242403, 0.07072279371699135, 0.0057435865873936105, -0.012445915915848302, -0.06671604393462538, -0.08097324307856972, 0.047507793018020474, -0.060183224892752483, -0.0712419329347437, 0.008908503479675579, 0.011986353479851785, 0.05325007997394442, -0.0022905628643075673, -0.02312235536443539, 0.021192072296412717, -0.017252927069491053, -0.00934796746907544, 0.016116946824835165, -0.013542274657519277, -0.025035206458226857, -0.006427271436835328, -0.0031487943907057836, -0.0470936680616099, 0.007131052970261467, 0.0409780511065765, -0.005804034326019353, -0.018378982510081687, -0.023808429069836906, -0.023285854945039746, -0.018192868885932082, -0.001558564681183841, -0.018469275730341284, 0.01456422228467539, -0.07087433968990484, -0.0005122570653197427, 0.02332468578406507, 0.0034997270438338938, -0.04215527051430533, -0.029610721838814906, 0.03919064822492227, 0.013590812330950736, 0.011935882555996811, 0.012566272011527189, -0.017960553593941112, 0.011352666959573415]"
NCT01058096,completed,,1,phase 3,"['bipolar disorder', 'mania']","[""['F31.81', 'F31.89', 'F31.9', 'F25.0', 'F31.0', 'F31.31', 'F31.32']""]","['cariprazine', 'placebo']","['CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","[-0.1359063386640059, -0.19156601863471592, 0.117584161230648, 0.18535395505668714, 0.26556073113720446, -0.21338047324795179, -0.10979234163059862, 0.10680737629560251, 0.0404424451257003, -0.1400852694469693, 0.035016895530271624, 0.041931037082553635, -0.0021876606715553887, -0.02521376095890432, 0.015484303151451814, -0.048215306841701736, -0.022313318112537762, 0.056858671997045564, -0.021818845422411758, -0.09011875554630908, -0.06285535306785543, 0.01640380043373968, -0.03906746133998135, 0.01802167882392038, -0.053345864217049954, -0.05340425859417099, 0.04287731367657298, 0.039543895318325153, -0.005638364819426449, -0.01918277529549752, -0.06365920913816783, 0.024404403106598044, -0.06961994599214003, -0.0335712270511987, -0.004619128848922143, 0.087492934357289, -0.04822066644567292, -0.07819103923753447, 0.03365935155688577, 0.06528130138363515, -0.06537712190515947, -0.04302036305727622, -0.0869277764653298, -0.08284996967869171, -0.0707882963768186, -0.06872394813161722, 0.03477678684610924, 0.03294940902285509, -0.038462515517571357, 0.008434629231519452]"
NCT01061736,completed,,1,phase 2/phase 3,['rheumatoid arthritis'],"[""['M06.9', 'M05.9', 'M06.08', 'M06.00', 'M06.011', 'M06.012', 'M06.019']""]","['sarilumab', 'placebo (for sarilumab)', 'methotrexate', 'folic acid']","['CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O', 'CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O', 'NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1']","[-0.094597347057603, 0.016747779736322597, -0.03698931547757453, -0.0849051814026676, -0.028595546448304376, -0.05223635773809856, 0.19359589472091768, 0.020087304229265197, -0.022691507958683303, -0.1569361207828197, 0.09393070881323412, 0.06349951609584839, 0.09512800428434869, -0.015178457383512705, -0.0746384597584602, 0.10476895651233789, 0.05055271752488623, -0.05499962051630821, -0.0166092015637321, -0.0023325665142992415, 0.03951208235487071, -0.03950408095113924, 0.048558807200653455, -0.17602814824429683, -0.006234855141115612, 0.13117264857897332, -0.024135826262860562, -0.03715346711968706, -0.09679074286940736, -0.09556347883330307, 0.004987302542158326, -0.015922123359217277, 0.01976501311941703, -0.055263588724905624, -0.015880063442565966, -0.02294066981403652, -0.06210237845462514, -0.02490040581081617, 0.04506841404446472, 0.054933684442467504, 0.04807108994927496, 0.059182225564761784, -0.014508569979352015, 0.014403646775729657, -0.020266245427392936, -0.08597764335819716, 0.02326537220994198, 0.03737515683666874, -0.0316949775538688, -0.03222161666762524]"
NCT01062230,terminated,"
    slow accrual; pi left primary institution
  ",0,phase 2,['multiple myeloma'],"[""['C90.01', 'C90.02', 'C90.00']""]",['bortezomib (velcade)'],['CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O'],"[0.07099221749580706, 0.12340860686588939, 0.028466799141461253, 0.030300051621363327, 0.01590820848791016, 0.0665237671066305, -0.08362880467324538, -0.127420992655779, 0.13739540081416488, 0.06023122473286698, 0.13792320924399712, -0.031203170326152378, 0.03013580718171826, 0.016020894496556037, 0.0757467671568199, -0.012160443188898886, -0.01592451962401602, 0.008102601196894597, -0.020950849514708332, 0.0074496849022708395, 0.07207492057333895, 0.005663325642386779, -0.01581190231205515, 0.08053307370649375, -0.0348931749259045, 0.010295271092041525, -0.0030899098165189836, -0.0058542443830680415, -0.012947084792390632, 0.023486423132101104, -0.007747670235417311, 0.01790476064266342, -0.06847560932010015, -0.056921919298042155, 0.0549348852771145, 0.014528008492264263, -0.03835742851755945, 0.005342277608100624, 0.005906104246684475, -0.078376814559233, 0.000871873137147756, 0.020409738426172008, -0.14562590677619192, -0.02150897307112311, -0.07458336612530746, -0.00025551480905736774, 0.004098260932130541, 0.011230763837123448, -0.030351648350949577, -0.01467195117322075]"
NCT01063517,"active, not recruiting",,0,phase 2,['gastric cancer'],"[""['C05.2', 'C10.0', 'C16.0', 'C16.4', 'C17.0', 'C17.1', 'C17.2']""]","['olaparib', 'paclitaxel', 'placebo']","['OC1=NN=C(CC2=CC(C(=O)N3CCN(CC3)C(=O)C3CC3)=C(F)C=C2)C2=CC=CC=C12', '[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","[0.15504475437717596, -0.06955678127428595, -0.00848398781369963, 0.08586939534005689, -0.05509739059297562, 0.023180129035842052, 0.050818667600771174, 0.07637557496217828, 0.006151813645815659, -0.00394719987271488, 0.004411973952963494, 0.009759091666275916, -0.0826743313684409, 0.06669198789757434, -0.008766049682990931, 0.0005239535230473463, 0.0017458161462551032, 0.03284983909745954, -0.05514048183449778, 0.016297174488969477, 0.0032513836558739186, -0.009507032883416084, -0.0021147978196303548, -0.005685183704640785, -0.0035767995654054385, 0.01061601283531228, 0.025432904475406738, -0.0081681613962246, 0.0062733126717725365, -0.005337810430487538, -0.041647566991651876, -0.016574393143207966, 0.022480559066892565, -0.03364812755440696, -0.02171534843557285, 0.015020781396873633, -0.026176323185336477, 0.019836133194288473, 0.009679061985001142, 0.0031430813821467347, -0.0015414900794491829, 0.009227713823892035, 0.02773461296030368, -0.013744022002362782, 0.026331404992643404, 0.001426261198308302, -0.02326788387806316, -0.035481989545313515, -0.007528024598398882, -0.015147777719146846]"
