,studyid,trialOutcome,trialOutcome_label
25386,NCT01475734,"Completed, Negative outcome/primary endpoint(s) not met",0
25388,NCT01475786,"Completed, Positive outcome/primary endpoint(s) met",1
25389,NCT01475825,"Completed, Positive outcome/primary endpoint(s) met",1
25398,NCT01476410,"Completed, Positive outcome/primary endpoint(s) met",1
25399,NCT01476449,"Completed, Positive outcome/primary endpoint(s) met",1
25403,NCT01476774,"Completed, Positive outcome/primary endpoint(s) met",1
25404,NCT01476787,"Terminated, Lack of efficacy",0
25407,NCT01477073,"Completed, Positive outcome/primary endpoint(s) met",1
25410,NCT01477580,"Completed, Positive outcome/primary endpoint(s) met",1
25411,NCT01477749,"Completed, Positive outcome/primary endpoint(s) met",1
25416,NCT01477931,"Completed, Positive outcome/primary endpoint(s) met",1
25419,NCT01478048,"Completed, Positive outcome/primary endpoint(s) met",1
25426,NCT01478347,"Completed, Positive outcome/primary endpoint(s) met",1
25428,NCT01478373,"Completed, Positive outcome/primary endpoint(s) met",1
25430,NCT01478425,"Completed, Positive outcome/primary endpoint(s) met",1
25434,NCT01478581,"Completed, Positive outcome/primary endpoint(s) met",1
25437,NCT01478607,"Completed, Positive outcome/primary endpoint(s) met",1
25443,NCT01479010,"Terminated, Poor enrollment",0
25445,NCT01479036,"Completed, Positive outcome/primary endpoint(s) met",1
25449,NCT01479192,"Terminated, Poor enrollment",0
25452,NCT01479244,"Terminated, Lack of efficacy",0
25456,NCT01479465,"Completed, Negative outcome/primary endpoint(s) not met",0
25463,NCT01479842,"Completed, Positive outcome/primary endpoint(s) met",1
25464,NCT01479868,"Completed, Positive outcome/primary endpoint(s) met",1
25467,NCT01479972,"Completed, Positive outcome/primary endpoint(s) met",1
25468,NCT01479998,"Terminated, Poor enrollment",0
25469,NCT01480011,"Completed, Positive outcome/primary endpoint(s) met",1
25470,NCT01480050,"Completed, Positive outcome/primary endpoint(s) met",1
25472,NCT01480076,"Completed, Positive outcome/primary endpoint(s) met",1
25474,NCT01480180,"Completed, Positive outcome/primary endpoint(s) met",1
25477,NCT01480258,"Completed, Positive outcome/primary endpoint(s) met",1
25480,NCT01480323,"Completed, Negative outcome/primary endpoint(s) not met",0
25484,NCT01480479,"Terminated, Lack of efficacy",0
25485,NCT01480583,"Terminated, Lack of efficacy",0
25486,NCT01480596,"Completed, Negative outcome/primary endpoint(s) not met",0
25487,NCT01480661,"Completed, Positive outcome/primary endpoint(s) met",1
25488,NCT01480713,"Completed, Positive outcome/primary endpoint(s) met",1
25493,NCT01480817,"Terminated, Poor enrollment",0
25495,NCT01481051,"Completed, Positive outcome/primary endpoint(s) met",1
25496,NCT01481077,"Completed, Positive outcome/primary endpoint(s) met",1
25497,NCT01481116,"Terminated, Safety/adverse effects",0
25499,NCT01481142,"Completed, Positive outcome/primary endpoint(s) met",1
25502,NCT01481272,"Completed, Positive outcome/primary endpoint(s) met",1
25503,NCT01481454,"Completed, Positive outcome/primary endpoint(s) met",1
25504,NCT01481493,"Completed, Positive outcome/primary endpoint(s) met",1
25515,NCT01482442,"Completed, Negative outcome/primary endpoint(s) not met",0
25520,NCT01482910,"Completed, Positive outcome/primary endpoint(s) met",1
25521,NCT01482949,"Terminated, Lack of efficacy",0
25522,NCT01482962,"Terminated, Lack of efficacy",0
25525,NCT01483183,"Terminated, Poor enrollment",0
25528,NCT01483430,"Completed, Negative outcome/primary endpoint(s) not met",0
25529,NCT01483560,"Completed, Negative outcome/primary endpoint(s) not met",0
25532,NCT01483625,"Completed, Negative outcome/primary endpoint(s) not met",0
25533,NCT01483638,"Terminated, Poor enrollment",0
25534,NCT01483690,"Terminated, Safety/adverse effects",0
25537,NCT01483820,"Terminated, Poor enrollment",0
25538,NCT01483872,"Terminated, Poor enrollment",0
25548,NCT01484275,"Completed, Negative outcome/primary endpoint(s) not met",0
25552,NCT01484496,"Completed, Positive outcome/primary endpoint(s) met",1
25560,NCT01484873,"Completed, Negative outcome/primary endpoint(s) not met",0
25564,NCT01485042,"Completed, Positive outcome/primary endpoint(s) met",1
25567,NCT01485172,"Completed, Negative outcome/primary endpoint(s) not met",0
25570,NCT01485406,"Completed, Positive outcome/primary endpoint(s) met",1
25571,NCT01485536,"Terminated, Safety/adverse effects",0
25573,NCT01485640,"Completed, Positive outcome/primary endpoint(s) met",1
25578,NCT01485848,"Completed, Positive outcome/primary endpoint(s) met",1
25579,NCT01485861,"Completed, Positive outcome/primary endpoint(s) met",1
25586,NCT01485991,"Completed, Positive outcome/primary endpoint(s) met",1
25588,NCT01486277,"Completed, Positive outcome/primary endpoint(s) met",1
25589,NCT01486329,"Completed, Positive outcome/primary endpoint(s) met",1
25590,NCT01486368,"Completed, Negative outcome/primary endpoint(s) not met",0
25596,NCT01486771,"Completed, Positive outcome/primary endpoint(s) met",1
25601,NCT01486927,"Completed, Positive outcome/primary endpoint(s) met",1
25603,NCT01486966,"Terminated, Poor enrollment",0
25606,NCT01487109,"Completed, Negative outcome/primary endpoint(s) not met",0
25607,NCT01487135,"Completed, Positive outcome/primary endpoint(s) met",1
25617,NCT01487499,"Terminated, Poor enrollment",0
25619,NCT01487785,"Completed, Negative outcome/primary endpoint(s) not met",0
25620,NCT01487863,"Completed, Positive outcome/primary endpoint(s) met",1
25621,NCT01487915,"Completed, Positive outcome/primary endpoint(s) met",1
25631,NCT01488487,"Terminated, Lack of efficacy",0
25632,NCT01488513,"Completed, Positive outcome/primary endpoint(s) met",1
25633,NCT01488526,"Completed, Positive outcome/primary endpoint(s) met",1
25639,NCT01488877,"Terminated, Poor enrollment",0
25640,NCT01488890,"Completed, Positive outcome/primary endpoint(s) met",1
25643,NCT01488994,"Completed, Positive outcome/primary endpoint(s) met",1
25647,NCT01489189,"Completed, Positive outcome/primary endpoint(s) met",1
25648,NCT01489254,"Completed, Positive outcome/primary endpoint(s) met",1
25651,NCT01489371,"Completed, Positive outcome/primary endpoint(s) met",1
25660,NCT01489722,"Terminated, Lack of efficacy",0
25661,NCT01489722,"Terminated, Safety/adverse effects",0
25663,NCT01489826,"Completed, Positive outcome/primary endpoint(s) met",1
25664,NCT01489865,"Completed, Positive outcome/primary endpoint(s) met",1
25672,NCT01490190,"Completed, Positive outcome/primary endpoint(s) met",1
25673,NCT01490398,"Completed, Positive outcome/primary endpoint(s) met",1
25675,NCT01490450,"Completed, Positive outcome/primary endpoint(s) met",1
25680,NCT01490749,"Completed, Positive outcome/primary endpoint(s) met",1
25681,NCT01490840,"Terminated, Poor enrollment",0
25682,NCT01490866,"Completed, Positive outcome/primary endpoint(s) met",1
25685,NCT01490996,"Completed, Early positive outcome",1
25686,NCT01491022,"Completed, Positive outcome/primary endpoint(s) met",1
25701,NCT01491672,"Completed, Positive outcome/primary endpoint(s) met",1
25702,NCT01491737,"Completed, Positive outcome/primary endpoint(s) met",1
25703,NCT01491802,"Completed, Positive outcome/primary endpoint(s) met",1
25704,NCT01491841,"Completed, Positive outcome/primary endpoint(s) met",1
25706,NCT01491893,"Completed, Positive outcome/primary endpoint(s) met",1
25709,NCT01492088,"Completed, Positive outcome/primary endpoint(s) met",1
25710,NCT01492101,"Completed, Negative outcome/primary endpoint(s) not met",0
25713,NCT01492361,"Completed, Positive outcome/primary endpoint(s) met",1
25714,NCT01492387,"Terminated, Safety/adverse effects",0
25715,NCT01492400,"Completed, Positive outcome/primary endpoint(s) met",1
25721,NCT01492686,"Completed, Positive outcome/primary endpoint(s) met",1
25723,NCT01492725,"Terminated, Lack of efficacy",0
25728,NCT01492894,"Terminated, Poor enrollment",0
25737,NCT01493271,"Completed, Negative outcome/primary endpoint(s) not met",0
25738,NCT01493310,"Completed, Positive outcome/primary endpoint(s) met",1
25739,NCT01493414,"Completed, Positive outcome/primary endpoint(s) met",1
25744,NCT01493531,"Completed, Positive outcome/primary endpoint(s) met",1
25745,NCT01493557,"Completed, Positive outcome/primary endpoint(s) met",1
25753,NCT01494155,"Completed, Positive outcome/primary endpoint(s) met",1
25757,NCT01494415,"Terminated, Poor enrollment",0
25758,NCT01494506,"Completed, Positive outcome/primary endpoint(s) met",1
25759,NCT01494532,"Completed, Positive outcome/primary endpoint(s) met",1
25766,NCT01494805,"Completed, Positive outcome/primary endpoint(s) met",1
25777,NCT01495364,"Completed, Positive outcome/primary endpoint(s) met",1
25778,NCT01495572,"Terminated, Poor enrollment",0
25779,NCT01495663,"Completed, Positive outcome/primary endpoint(s) met",1
25782,NCT01495884,"Terminated, Poor enrollment",0
25784,NCT01495988,"Terminated, Poor enrollment",0
25785,NCT01495988,"Terminated, Safety/adverse effects",0
25786,NCT01496118,"Completed, Positive outcome/primary endpoint(s) met",1
25787,NCT01496131,"Completed, Positive outcome/primary endpoint(s) met",1
25788,NCT01496196,"Completed, Positive outcome/primary endpoint(s) met",1
25807,NCT01496807,"Completed, Positive outcome/primary endpoint(s) met",1
25808,NCT01496976,"Completed, Positive outcome/primary endpoint(s) met",1
25809,NCT01496989,"Completed, Positive outcome/primary endpoint(s) met",1
25810,NCT01497002,"Completed, Positive outcome/primary endpoint(s) met",1
25811,NCT01497093,"Completed, Positive outcome/primary endpoint(s) met",1
25813,NCT01497145,"Completed, Positive outcome/primary endpoint(s) met",1
25815,NCT01497262,"Completed, Positive outcome/primary endpoint(s) met",1
25820,NCT01497496,"Completed, Positive outcome/primary endpoint(s) met",1
25824,NCT01497665,"Terminated, Poor enrollment",0
25831,NCT01497873,"Completed, Positive outcome/primary endpoint(s) met",1
25833,NCT01497925,"Completed, Positive outcome/primary endpoint(s) met",1
25841,NCT01498328,"Completed, Positive outcome/primary endpoint(s) met",1
25843,NCT01498406,"Terminated, Poor enrollment",0
25847,NCT01498588,"Terminated, Poor enrollment",0
25853,NCT01498887,"Completed, Positive outcome/primary endpoint(s) met",1
25855,NCT01498978,"Terminated, Lack of efficacy",0
25860,NCT01499108,"Completed, Positive outcome/primary endpoint(s) met",1
25861,NCT01499121,"Completed, Positive outcome/primary endpoint(s) met",1
25863,NCT01499160,"Terminated, Poor enrollment",0
25865,NCT01499277,"Completed, Positive outcome/primary endpoint(s) met",1
25866,NCT01499290,"Completed, Positive outcome/primary endpoint(s) met",1
25868,NCT01499355,"Terminated, Lack of efficacy",0
25870,NCT01499420,"Completed, Positive outcome/primary endpoint(s) met",1
25875,NCT01499849,"Completed, Positive outcome/primary endpoint(s) met",1
25877,NCT01499953,"Completed, Positive outcome/primary endpoint(s) met",1
25884,NCT01500213,"Completed, Positive outcome/primary endpoint(s) met",1
25885,NCT01500226,"Completed, Positive outcome/primary endpoint(s) met",1
25886,NCT01500278,"Completed, Negative outcome/primary endpoint(s) not met",0
25894,NCT01500720,"Completed, Negative outcome/primary endpoint(s) not met",0
25899,NCT01500863,"Completed, Positive outcome/primary endpoint(s) met",1
25910,NCT01501929,"Completed, Negative outcome/primary endpoint(s) not met",0
25913,NCT01502085,"Completed, Positive outcome/primary endpoint(s) met",1
25915,NCT01502267,"Completed, Positive outcome/primary endpoint(s) met",1
25917,NCT01502358,"Completed, Positive outcome/primary endpoint(s) met",1
25918,NCT01502371,"Completed, Positive outcome/primary endpoint(s) met",1
25919,NCT01502423,"Completed, Positive outcome/primary endpoint(s) met",1
25924,NCT01502592,"Completed, Positive outcome/primary endpoint(s) met",1
25925,NCT01502761,"Terminated, Poor enrollment",0
25926,NCT01502774,"Completed, Negative outcome/primary endpoint(s) not met",0
25927,NCT01502787,"Completed, Positive outcome/primary endpoint(s) met",1
25928,NCT01502800,"Completed, Positive outcome/primary endpoint(s) met",1
25929,NCT01502956,"Completed, Positive outcome/primary endpoint(s) met",1
25930,NCT01502969,"Completed, Positive outcome/primary endpoint(s) met",1
25931,NCT01502982,"Completed, Positive outcome/primary endpoint(s) met",1
25932,NCT01503021,"Completed, Positive outcome/primary endpoint(s) met",1
25933,NCT01503372,"Completed, Negative outcome/primary endpoint(s) not met",0
25940,NCT01503957,"Completed, Positive outcome/primary endpoint(s) met",1
25941,NCT01503983,"Completed, Positive outcome/primary endpoint(s) met",1
25942,NCT01504256,"Completed, Negative outcome/primary endpoint(s) not met",0
25947,NCT01504477,"Terminated, Poor enrollment",0
25949,NCT01504542,"Terminated, Poor enrollment",0
25956,NCT01504841,"Terminated, Poor enrollment",0
25957,NCT01504854,"Completed, Positive outcome/primary endpoint(s) met",1
25959,NCT01505062,"Terminated, Safety/adverse effects",0
25960,NCT01505114,"Completed, Positive outcome/primary endpoint(s) met",1
25963,NCT01505387,"Completed, Positive outcome/primary endpoint(s) met",1
25966,NCT01505530,"Completed, Negative outcome/primary endpoint(s) not met",0
25967,NCT01505634,"Completed, Positive outcome/primary endpoint(s) met",1
25969,NCT01505673,"Completed, Positive outcome/primary endpoint(s) met",1
25972,NCT01505764,"Terminated, Poor enrollment",0
25973,NCT01505777,"Completed, Positive outcome/primary endpoint(s) met",1
25974,NCT01505868,"Completed, Positive outcome/primary endpoint(s) met",1
25981,NCT01506271,"Completed, Positive outcome/primary endpoint(s) met",1
25982,NCT01506336,"Completed, Positive outcome/primary endpoint(s) met",1
25983,NCT01506362,"Completed, Positive outcome/primary endpoint(s) met",1
25984,NCT01506375,"Completed, Positive outcome/primary endpoint(s) met",1
25986,NCT01506596,"Completed, Positive outcome/primary endpoint(s) met",1
25987,NCT01506609,"Completed, Negative outcome/primary endpoint(s) not met",0
25990,NCT01506895,"Completed, Positive outcome/primary endpoint(s) met",1
25994,NCT01506973,"Completed, Negative outcome/primary endpoint(s) not met",0
25998,NCT01507168,"Completed, Negative outcome/primary endpoint(s) not met",0
26002,NCT01507467,"Terminated, Poor enrollment",0
26006,NCT01507831,"Completed, Positive outcome/primary endpoint(s) met",1
26007,NCT01507896,"Completed, Positive outcome/primary endpoint(s) met",1
26008,NCT01507922,"Completed, Positive outcome/primary endpoint(s) met",1
26010,NCT01508000,"Terminated, Poor enrollment",0
26012,NCT01508104,"Terminated, Lack of efficacy",0
26017,NCT01508312,"Completed, Positive outcome/primary endpoint(s) met",1
26021,NCT01508663,"Terminated, Poor enrollment",0
26023,NCT01508780,"Terminated, Poor enrollment",0
26028,NCT01509144,"Completed, Positive outcome/primary endpoint(s) met",1
26032,NCT01509677,"Completed, Positive outcome/primary endpoint(s) met",1
26034,NCT01510119,"Completed, Positive outcome/primary endpoint(s) met",1
26036,NCT01510145,"Completed, Positive outcome/primary endpoint(s) met",1
26037,NCT01510158,"Completed, Positive outcome/primary endpoint(s) met",1
26045,NCT01510561,"Completed, Positive outcome/primary endpoint(s) met",1
26046,NCT01510756,"Terminated, Poor enrollment",0
26047,NCT01510769,"Completed, Positive outcome/primary endpoint(s) met",1
26048,NCT01510847,"Terminated, Poor enrollment",0
26052,NCT01511003,"Completed, Positive outcome/primary endpoint(s) met",1
26053,NCT01511146,"Completed, Positive outcome/primary endpoint(s) met",1
26056,NCT01511250,"Completed, Positive outcome/primary endpoint(s) met",1
26057,NCT01511289,"Completed, Positive outcome/primary endpoint(s) met",1
26061,NCT01511419,"Completed, Positive outcome/primary endpoint(s) met",1
26062,NCT01511536,"Completed, Positive outcome/primary endpoint(s) met",1
26074,NCT01512160,"Terminated, Lack of efficacy",0
26077,NCT01512251,"Terminated, Safety/adverse effects",0
26082,NCT01512472,"Terminated, Poor enrollment",0
26083,NCT01512745,"Completed, Positive outcome/primary endpoint(s) met",1
26086,NCT01512966,"Completed, Positive outcome/primary endpoint(s) met",1
26087,NCT01512979,"Completed, Positive outcome/primary endpoint(s) met",1
26088,NCT01513122,"Completed, Positive outcome/primary endpoint(s) met",1
26092,NCT01513239,"Completed, Positive outcome/primary endpoint(s) met",1
26097,NCT01513551,"Completed, Positive outcome/primary endpoint(s) met",1
26100,NCT01513941,"Completed, Positive outcome/primary endpoint(s) met",1
26104,NCT01514123,"Completed, Positive outcome/primary endpoint(s) met",1
26106,NCT01514188,"Completed, Positive outcome/primary endpoint(s) met",1
26108,NCT01514227,"Terminated, Poor enrollment",0
26113,NCT01514448,"Completed, Positive outcome/primary endpoint(s) met",1
26117,NCT01514708,"Completed, Positive outcome/primary endpoint(s) met",1
26118,NCT01514721,"Terminated, Poor enrollment",0
26119,NCT01514734,"Terminated, Poor enrollment",0
26121,NCT01514851,"Completed, Positive outcome/primary endpoint(s) met",1
26122,NCT01514864,"Terminated, Lack of efficacy",0
26123,NCT01514864,"Terminated, Poor enrollment",0
26126,NCT01515007,"Completed, Negative outcome/primary endpoint(s) not met",0
26127,NCT01515020,"Terminated, Poor enrollment",0
26129,NCT01515046,"Terminated, Poor enrollment",0
26131,NCT01515189,"Completed, Positive outcome/primary endpoint(s) met",1
26135,NCT01515423,"Completed, Positive outcome/primary endpoint(s) met",1
26137,NCT01515540,"Completed, Positive outcome/primary endpoint(s) met",1
26140,NCT01515748,"Completed, Positive outcome/primary endpoint(s) met",1
26142,NCT01515969,"Terminated, Safety/adverse effects",0
26147,NCT01516151,"Completed, Positive outcome/primary endpoint(s) met",1
26148,NCT01516216,"Completed, Positive outcome/primary endpoint(s) met",1
26149,NCT01516307,"Completed, Negative outcome/primary endpoint(s) not met",0
26153,NCT01516554,"Terminated, Poor enrollment",0
26154,NCT01516567,"Completed, Negative outcome/primary endpoint(s) not met",0
26155,NCT01516567,"Completed, Positive outcome/primary endpoint(s) met",1
26156,NCT01516580,"Completed, Negative outcome/primary endpoint(s) not met",0
26157,NCT01516580,"Completed, Positive outcome/primary endpoint(s) met",1
26159,NCT01516736,"Completed, Positive outcome/primary endpoint(s) met",1
26165,NCT01516892,"Completed, Positive outcome/primary endpoint(s) met",1
26171,NCT01517282,"Completed, Positive outcome/primary endpoint(s) met",1
26180,NCT01517724,"Completed, Positive outcome/primary endpoint(s) met",1
26182,NCT01517854,"Terminated, Poor enrollment",0
26184,NCT01518101,"Completed, Negative outcome/primary endpoint(s) not met",0
26185,NCT01518153,"Terminated, Safety/adverse effects",0
26188,NCT01518283,"Completed, Positive outcome/primary endpoint(s) met",1
26190,NCT01518387,"Completed, Positive outcome/primary endpoint(s) met",1
26191,NCT01518465,"Terminated, Poor enrollment",0
26192,NCT01518517,"Completed, Positive outcome/primary endpoint(s) met",1
26193,NCT01518621,"Terminated, Poor enrollment",0
26195,NCT01518933,"Completed, Early positive outcome",1
26201,NCT01519323,"Terminated, Poor enrollment",0
26205,NCT01519531,"Completed, Positive outcome/primary endpoint(s) met",1
26206,NCT01519661,"Completed, Positive outcome/primary endpoint(s) met",1
26207,NCT01519674,"Completed, Positive outcome/primary endpoint(s) met",1
26208,NCT01519687,"Completed, Early positive outcome",1
26212,NCT01519791,"Completed, Positive outcome/primary endpoint(s) met",1
26216,NCT01519882,"Terminated, Poor enrollment",0
26217,NCT01519921,"Completed, Positive outcome/primary endpoint(s) met",1
26218,NCT01519947,"Completed, Positive outcome/primary endpoint(s) met",1
26219,NCT01519960,"Completed, Positive outcome/primary endpoint(s) met",1
26221,NCT01520103,"Completed, Negative outcome/primary endpoint(s) not met",0
26224,NCT01520285,"Completed, Positive outcome/primary endpoint(s) met",1
26226,NCT01520389,"Completed, Positive outcome/primary endpoint(s) met",1
26228,NCT01520519,"Completed, Positive outcome/primary endpoint(s) met",1
26232,NCT01520649,"Completed, Positive outcome/primary endpoint(s) met",1
26243,NCT01521533,"Completed, Positive outcome/primary endpoint(s) met",1
26249,NCT01521702,"Terminated, Poor enrollment",0
26251,NCT01521793,"Completed, Positive outcome/primary endpoint(s) met",1
26254,NCT01521923,"Completed, Positive outcome/primary endpoint(s) met",1
26256,NCT01521949,"Completed, Negative outcome/primary endpoint(s) not met",0
26262,NCT01522404,"Completed, Positive outcome/primary endpoint(s) met",1
26267,NCT01522547,"Completed, Positive outcome/primary endpoint(s) met",1
26269,NCT01522612,"Terminated, Poor enrollment",0
26271,NCT01522651,"Completed, Positive outcome/primary endpoint(s) met",1
26272,NCT01522664,"Completed, Positive outcome/primary endpoint(s) met",1
26273,NCT01522677,"Terminated, Poor enrollment",0
26274,NCT01522794,"Completed, Positive outcome/primary endpoint(s) met",1
26275,NCT01522872,"Completed, Positive outcome/primary endpoint(s) met",1
26276,NCT01522950,"Completed, Positive outcome/primary endpoint(s) met",1
26279,NCT01523171,"Terminated, Safety/adverse effects",0
26280,NCT01523223,"Completed, Positive outcome/primary endpoint(s) met",1
26285,NCT01523366,"Completed, Positive outcome/primary endpoint(s) met",1
26286,NCT01523392,"Completed, Positive outcome/primary endpoint(s) met",1
26289,NCT01523782,"Completed, Positive outcome/primary endpoint(s) met",1
26290,NCT01523808,"Completed, Positive outcome/primary endpoint(s) met",1
26291,NCT01523821,"Completed, Positive outcome/primary endpoint(s) met",1
26292,NCT01523834,"Completed, Positive outcome/primary endpoint(s) met",1
26294,NCT01523977,"Completed, Positive outcome/primary endpoint(s) met",1
26297,NCT01524289,"Completed, Positive outcome/primary endpoint(s) met",1
26302,NCT01524692,"Completed, Negative outcome/primary endpoint(s) not met",0
26303,NCT01524783,"Completed, Positive outcome/primary endpoint(s) met",1
26309,NCT01524991,"Completed, Negative outcome/primary endpoint(s) not met",0
26310,NCT01525004,"Completed, Positive outcome/primary endpoint(s) met",1
26311,NCT01525017,"Completed, Positive outcome/primary endpoint(s) met",1
26312,NCT01525069,"Completed, Positive outcome/primary endpoint(s) met",1
26319,NCT01525550,"Completed, Positive outcome/primary endpoint(s) met",1
26320,NCT01525589,"Completed, Positive outcome/primary endpoint(s) met",1
26330,NCT01526057,"Completed, Positive outcome/primary endpoint(s) met",1
26331,NCT01526135,"Completed, Positive outcome/primary endpoint(s) met",1
26333,NCT01526161,"Terminated, Poor enrollment",0
26337,NCT01526473,"Completed, Positive outcome/primary endpoint(s) met",1
26338,NCT01526564,"Completed, Positive outcome/primary endpoint(s) met",1
26344,NCT01526928,"Completed, Negative outcome/primary endpoint(s) not met",0
26350,NCT01527097,"Terminated, Poor enrollment",0
26352,NCT01527136,"Completed, Positive outcome/primary endpoint(s) met",1
26353,NCT01527149,"Completed, Positive outcome/primary endpoint(s) met",1
26354,NCT01527188,"Completed, Positive outcome/primary endpoint(s) met",1
26356,NCT01527357,"Completed, Positive outcome/primary endpoint(s) met",1
26358,NCT01527383,"Completed, Positive outcome/primary endpoint(s) met",1
26361,NCT01527487,"Completed, Positive outcome/primary endpoint(s) met",1
26362,NCT01527500,"Completed, Negative outcome/primary endpoint(s) not met",0
26364,NCT01527682,"Completed, Positive outcome/primary endpoint(s) met",1
26367,NCT01528085,"Completed, Positive outcome/primary endpoint(s) met",1
26370,NCT01528254,"Completed, Positive outcome/primary endpoint(s) met",1
26371,NCT01528345,"Terminated, Poor enrollment",0
26379,NCT01528930,"Terminated, Safety/adverse effects",0
26380,NCT01529008,"Terminated, Lack of efficacy",0
26383,NCT01529112,"Completed, Positive outcome/primary endpoint(s) met",1
26385,NCT01529229,"Completed, Positive outcome/primary endpoint(s) met",1
26386,NCT01529268,"Completed, Negative outcome/primary endpoint(s) not met",0
26388,NCT01529307,"Terminated, Safety/adverse effects",0
26391,NCT01529424,"Completed, Positive outcome/primary endpoint(s) met",1
26395,NCT01529515,"Completed, Early positive outcome",1
26398,NCT01529619,"Completed, Positive outcome/primary endpoint(s) met",1
26400,NCT01529788,"Completed, Positive outcome/primary endpoint(s) met",1
26402,NCT01530022,"Completed, Positive outcome/primary endpoint(s) met",1
26405,NCT01530334,"Completed, Positive outcome/primary endpoint(s) met",1
26406,NCT01530386,"Completed, Positive outcome/primary endpoint(s) met",1
26417,NCT01531387,"Terminated, Poor enrollment",0
26418,NCT01531517,"Terminated, Poor enrollment",0
26419,NCT01531673,"Completed, Positive outcome/primary endpoint(s) met",1
26421,NCT01531764,"Terminated, Poor enrollment",0
26427,NCT01532076,"Terminated, Poor enrollment",0
26428,NCT01532089,"Completed, Negative outcome/primary endpoint(s) not met",0
26429,NCT01532102,"Completed, Positive outcome/primary endpoint(s) met",1
26436,NCT01532700,"Completed, Negative outcome/primary endpoint(s) not met",0
26438,NCT01532804,"Completed, Positive outcome/primary endpoint(s) met",1
26439,NCT01532869,"Completed, Negative outcome/primary endpoint(s) not met",0
26443,NCT01532960,"Terminated, Lack of efficacy",0
26445,NCT01532973,"Completed, Positive outcome/primary endpoint(s) met",1
26447,NCT01533194,"Completed, Positive outcome/primary endpoint(s) met",1
26448,NCT01533207,"Terminated, Poor enrollment",0
26450,NCT01533428,"Completed, Positive outcome/primary endpoint(s) met",1
26452,NCT01533727,"Terminated, Poor enrollment",0
26453,NCT01533818,"Completed, Early positive outcome",1
26456,NCT01533948,"Terminated, Poor enrollment",0
26457,NCT01534052,"Completed, Positive outcome/primary endpoint(s) met",1
26458,NCT01534078,"Completed, Negative outcome/primary endpoint(s) not met",0
26460,NCT01534182,"Completed, Positive outcome/primary endpoint(s) met",1
26461,NCT01534260,"Completed, Negative outcome/primary endpoint(s) not met",0
26462,NCT01534286,"Terminated, Poor enrollment",0
26465,NCT01534455,"Terminated, Poor enrollment",0
26468,NCT01534715,"Completed, Positive outcome/primary endpoint(s) met",1
26470,NCT01534884,"Completed, Positive outcome/primary endpoint(s) met",1
26474,NCT01534949,"Terminated, Poor enrollment",0
26477,NCT01535092,"Terminated, Lack of efficacy",0
26481,NCT01535235,"Completed, Negative outcome/primary endpoint(s) not met",0
26482,NCT01535261,"Completed, Positive outcome/primary endpoint(s) met",1
26483,NCT01535391,"Completed, Positive outcome/primary endpoint(s) met",1
26498,NCT01536379,"Completed, Positive outcome/primary endpoint(s) met",1
26499,NCT01536405,"Completed, Positive outcome/primary endpoint(s) met",1
26501,NCT01536535,"Completed, Positive outcome/primary endpoint(s) met",1
26502,NCT01536574,"Completed, Positive outcome/primary endpoint(s) met",1
26503,NCT01536587,"Completed, Negative outcome/primary endpoint(s) not met",0
26516,NCT01537185,"Completed, Positive outcome/primary endpoint(s) met",1
26521,NCT01537432,"Completed, Positive outcome/primary endpoint(s) met",1
26523,NCT01538095,"Completed, Positive outcome/primary endpoint(s) met",1
26529,NCT01538381,"Completed, Positive outcome/primary endpoint(s) met",1
26530,NCT01538446,"Completed, Negative outcome/primary endpoint(s) not met",0
26537,NCT01538719,"Completed, Negative outcome/primary endpoint(s) not met",0
26539,NCT01538940,"Completed, Negative outcome/primary endpoint(s) not met",0
26540,NCT01538979,"Completed, Positive outcome/primary endpoint(s) met",1
26542,NCT01539018,"Terminated, Lack of efficacy",0
26548,NCT01539213,"Completed, Positive outcome/primary endpoint(s) met",1
26550,NCT01539343,"Completed, Positive outcome/primary endpoint(s) met",1
26552,NCT01539538,"Completed, Positive outcome/primary endpoint(s) met",1
26556,NCT01539642,"Completed, Positive outcome/primary endpoint(s) met",1
26565,NCT01540071,"Completed, Positive outcome/primary endpoint(s) met",1
26570,NCT01540344,"Terminated, Poor enrollment",0
26572,NCT01540435,"Terminated, Poor enrollment",0
26574,NCT01540474,"Completed, Positive outcome/primary endpoint(s) met",1
26576,NCT01540565,"Completed, Positive outcome/primary endpoint(s) met",1
26577,NCT01540630,"Completed, Positive outcome/primary endpoint(s) met",1
26579,NCT01540903,"Completed, Positive outcome/primary endpoint(s) met",1
26580,NCT01541007,"Completed, Negative outcome/primary endpoint(s) not met",0
26583,NCT01541189,"Completed, Positive outcome/primary endpoint(s) met",1
26585,NCT01541215,"Completed, Positive outcome/primary endpoint(s) met",1
26586,NCT01541280,"Completed, Positive outcome/primary endpoint(s) met",1
26590,NCT01541579,"Completed, Positive outcome/primary endpoint(s) met",1
26593,NCT01541852,"Completed, Negative outcome/primary endpoint(s) not met",0
26600,NCT01542372,"Terminated, Poor enrollment",0
26605,NCT01542632,"Completed, Positive outcome/primary endpoint(s) met",1
26610,NCT01542918,"Completed, Positive outcome/primary endpoint(s) met",1
26613,NCT01543087,"Completed, Positive outcome/primary endpoint(s) met",1
26616,NCT01543178,"Completed, Positive outcome/primary endpoint(s) met",1
